answerUuid,studentId,exerciceId,exerciceType,exerciceTitle,answeredAt,answerContent,answerScore,answerIsRight,assessmentUuid,assessmentScore,assessmentIsManual,assessmentStatus,recordedFeedback
8f65c522-c29d-4b36-b2f2-6bdc6ec6a9a7,10119,4825,OneFileExercice,C++ : notes sous un seuil,1780053302,"bool is_grade_below_8(float grade1, float grade2, float grade3){
  if(grade1<8 || grade2<8 || grade3<8){
    return true;
    }
  else{
    return false;
    }
}  

void test_main(){
    //to test your fonction yourself   
    //do not remove. You can keep it empty if you want
    //if it contains a bug, the exercice will be wrong!
}",1,1,d2f2b1cc-524c-499d-92ec-9d1d16c05b65,1,0,0,"{""tests"":[{""name"":""Au moins une des notes est en dessous de 8, doit renvoyer true"",""isRight"":1,""message"":"""",""expected"":""1"",""submitted"":""1""},{""name"":""Aucune des notes n&#039;est en dessous de 8, doit renvoyer false"",""isRight"":1,""message"":"""",""expected"":""0"",""submitted"":""0""},{""name"":""Au moins une des notes est en dessous de 8, doit renvoyer true"",""isRight"":1,""message"":"""",""expected"":""1"",""submitted"":""1""}],""status"":0,""stdout"":"""",""timing"":0.2202446460723877,""pictures"":[]}"
6a9da277-3df5-4ae9-acc6-693a67288a82,10127,4764,OneFileExercice,moyenne de trois nombre,1780053308,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result = (a + b + c)/3;
    //utiliser a, b, c et result uniquement
    
    return result;
    
}

void test_moyenne_trois_nombres(){
  int a = 3;
  int b = 5;
  int c = 8;

  float moyenne = moyenne_trois_nombre(a,b,c);
  return moyenne;
    
    
}",0,0,61fbf7d6-3466-455e-ae35-dc1002de71f6,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018void test_moyenne_trois_nombres()\u2019:\nmain.cpp:20:10: error: return-statement with a value, in function returning \u2018void\u2019 [-fpermissive]\n   20 |   return moyenne;\n      |          ^~~~~~~\n""}"
d009f73b-22b3-42bf-bd3d-6eeab24fef8d,10657,4764,OneFileExercice,moyenne de trois nombre,1780053310,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    result << (a + b + c) / 3;
    return result;
    
}

void test_moyenne_trois_nombres(2 , 3 , 4){
    
    
}",0,0,c3387317-5ac3-4b5c-bc68-900b565dbae9,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018float moyenne_trois_nombre(float, float, float)\u2019:\nmain.cpp:8:12: error: invalid operands of types \u2018float\u2019 and \u2018float\u2019 to binary \u2018operator<<\u2019\n    8 |     result << (a + b + c) \/ 3;\n      |     ~~~~~~ ^~ ~~~~~~~~~~~~~~~\n      |     |                     |\n      |     float                 float\nmain.cpp: At global scope:\nmain.cpp:13:6: error: variable or field \u2018test_moyenne_trois_nombres\u2019 declared void\n   13 | void test_moyenne_trois_nombres(2 , 3 , 4){\n      |      ^~~~~~~~~~~~~~~~~~~~~~~~~~\nmain.cpp: In function \u2018int main()\u2019:\nmain.cpp:32:5: error: \u2018test_moyenne_trois_nombres\u2019 was not declared in this scope; did you mean \u2018moyenne_trois_nombre\u2019?\n   32 |     test_moyenne_trois_nombres();\n      |     ^~~~~~~~~~~~~~~~~~~~~~~~~~\n      |     moyenne_trois_nombre\n""}"
067fdae0-393a-4650-8abd-71554463aa65,10126,14315,OneFileExercice,Un premier programme bis,1780053315,"using namespace std;
#include <iostream>

int main(void){
   int v1 = 2;
   double v2 = 3.2;
   bool v3 = true;
   string v4 = ""test"";
 

}",0.75,0,a78f87d5-ae6a-4626-be78-bcecd880bcc0,0,0,0,"{""tests"":[],""status"":0,""stdout"":"""",""timing"":0.5903043746948242,""pictures"":[]}"
067fdae0-393a-4650-8abd-71554463aa65,10126,14315,OneFileExercice,Un premier programme bis,1780053315,"using namespace std;
#include <iostream>

int main(void){
   int v1 = 2;
   double v2 = 3.2;
   bool v3 = true;
   string v4 = ""test"";
 

}",0.75,0,183b270f-a4c9-473c-aa47-f6968df30b13,0.75,1,0,
b0253bc1-8cf6-468e-99d0-1120fd554660,10657,4764,OneFileExercice,moyenne de trois nombre,1780053316,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    result = (a + b + c) / 3;
    return result;
    
}

void test_moyenne_trois_nombres(2 , 3 , 4){
    
    
}",0,0,cdcef4b6-f705-4cb7-961e-4a37bcd5e965,0,0,0,"{""status"":1,""stderr"":""main.cpp:13:6: error: variable or field \u2018test_moyenne_trois_nombres\u2019 declared void\n   13 | void test_moyenne_trois_nombres(2 , 3 , 4){\n      |      ^~~~~~~~~~~~~~~~~~~~~~~~~~\nmain.cpp: In function \u2018int main()\u2019:\nmain.cpp:32:5: error: \u2018test_moyenne_trois_nombres\u2019 was not declared in this scope; did you mean \u2018moyenne_trois_nombre\u2019?\n   32 |     test_moyenne_trois_nombres();\n      |     ^~~~~~~~~~~~~~~~~~~~~~~~~~\n      |     moyenne_trois_nombre\n""}"
193a3515-060c-442e-a069-452aa79062de,10938,4764,OneFileExercice,moyenne de trois nombre,1780053325,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
  result( a +b +c/3) 
    
    return result;
    
}

void test_moyenne_trois_nombres(){
    
    
}",0,0,27b83800-b049-4da8-800b-1d9550767f51,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018float moyenne_trois_nombre(float, float, float)\u2019:\nmain.cpp:8:9: error: \u2018result\u2019 cannot be used as a function\n    8 |   result( a +b +c\/3)\n      |   ~~~~~~^~~~~~~~~~~~\nmain.cpp:12:1: warning: no return statement in function returning non-void [-Wreturn-type]\n   12 | }\n      | ^\n""}"
e99a6f94-98dc-4037-9d8c-af821e37f20d,10453,14315,OneFileExercice,Un premier programme bis,1780053328,"using namespace std;
#include <iostream>

int main(void){
    std::v1 << ""2 "" << 42;
  
 

}",0,0,bd43fee0-2c61-498f-8719-040eedee74c9,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:7:10: error: \u2018v1\u2019 is not a member of \u2018std\u2019\n    7 |     std::v1 << \""2 \"" << 42;\n      |          ^~\n""}"
6d7817f3-276c-475e-8f7a-963f3d3d34f0,10127,4764,OneFileExercice,moyenne de trois nombre,1780053332,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result = (a + b + c)/3;
    //utiliser a, b, c et result uniquement
    
    return result;
    
}

float test_moyenne_trois_nombres(){
  int a = 3;
  int b = 5;
  int c = 8;

  float moyenne = moyenne_trois_nombre(a,b,c);
  return moyenne;
    
    
}",1,1,4d4b7fb1-be4e-4306-ae17-4210c3550f8d,1,0,0,"{""tests"":[{""name"":""moyenne_trois_nombre(10, 10, 10) equals 10"",""isRight"":1,""message"":"""",""expected"":""10.000000"",""submitted"":""10.000000""},{""name"":""moyenne_trois_nombre(2, 4, 6) equals 4"",""isRight"":1,""message"":"""",""expected"":""4.000000"",""submitted"":""4.000000""}],""status"":0,""stdout"":"""",""timing"":0.20805954933166504,""pictures"":[]}"
89aa6c61-7464-4122-874a-b133096aa530,10231,4825,OneFileExercice,C++ : notes sous un seuil,1780053337,"bool is_grade_below_8(float grade1, float grade2, float grade3) {
     if (grade1 < 8) {
         return true;
       }
     else if (grade2 < 8) {
         return true;
       }
     else if (grade3 < 8) {
         return true
       }
     else {
         return false
       }
  
  }

void test_main(){
    //to test your fonction yourself   
    //do not remove. You can keep it empty if you want
    //if it contains a bug, the exercice will be wrong!
    std::cout << is_grade_below_8(1,9,10) << endl;
}",0,0,d36e5d05-b8b1-4f24-860e-c822203b434b,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018bool is_grade_below_8(float, float, float)\u2019:\nmain.cpp:11:21: error: expected \u2018;\u2019 before \u2018}\u2019 token\n   11 |          return true\n      |                     ^\n      |                     ;\n   12 |        }\n      |        ~             \nmain.cpp:14:22: error: expected \u2018;\u2019 before \u2018}\u2019 token\n   14 |          return false\n      |                      ^\n      |                      ;\n   15 |        }\n      |        ~              \nmain.cpp: In function \u2018void test_main()\u2019:\nmain.cpp:23:10: error: \u2018cout\u2019 is not a member of \u2018std\u2019\n   23 |     std::cout << is_grade_below_8(1,9,10) << endl;\n      |          ^~~~\nmain.cpp:2:1: note: \u2018std::cout\u2019 is defined in header \u2018<iostream>\u2019; did you forget to \u2018#include <iostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <iostream>\n    2 | \nmain.cpp:23:46: error: \u2018endl\u2019 was not declared in this scope\n   23 |     std::cout << is_grade_below_8(1,9,10) << endl;\n      |                                              ^~~~\n""}"
1be95bc1-e408-4e04-afc7-94837141f860,10132,14315,OneFileExercice,Un premier programme bis,1780053340,"using namespace std;
#include <iostream>

int main(void){
   int v1 = 2;
   int v2 = 3.2;
   bool v3 = true;
   string v4 = ""text"";
   cout << v1 <<;
   cout << v2 <<;
   cout << v3 <<;
   cout << v4 <<;
}
   ",0,0,f2b61124-3114-414e-9d3c-456d931a42c6,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:11:17: error: expected primary-expression before \u2018;\u2019 token\n   11 |    cout << v1 <<;\n      |                 ^\nmain.cpp:12:17: error: expected primary-expression before \u2018;\u2019 token\n   12 |    cout << v2 <<;\n      |                 ^\nmain.cpp:13:17: error: expected primary-expression before \u2018;\u2019 token\n   13 |    cout << v3 <<;\n      |                 ^\nmain.cpp:14:17: error: expected primary-expression before \u2018;\u2019 token\n   14 |    cout << v4 <<;\n      |                 ^\n""}"
3cddef5d-9107-4b81-b414-4d3112707379,10453,14315,OneFileExercice,Un premier programme bis,1780053343,"using namespace std;
#include <iostream>

int main(void){
    std::v1 = ""2 "";
  
 

}",0,0,96c5e466-e668-4cf3-b9f1-ac1ab9d8008f,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:7:10: error: \u2018v1\u2019 is not a member of \u2018std\u2019\n    7 |     std::v1 = \""2 \"";\n      |          ^~\n""}"
c54633bb-8fec-4f56-ac31-9960815cf90b,10231,4825,OneFileExercice,C++ : notes sous un seuil,1780053344,"bool is_grade_below_8(float grade1, float grade2, float grade3) {
     if (grade1 < 8) {
         return true;
       }
     else if (grade2 < 8) {
         return true;
       }
     else if (grade3 < 8) {
         return true;
       }
     else {
         return false;
       }
  
  }

void test_main(){
    //to test your fonction yourself   
    //do not remove. You can keep it empty if you want
    //if it contains a bug, the exercice will be wrong!
    std::cout << is_grade_below_8(1,9,10) << endl;
}",0,0,7e9a1007-08d3-4190-a8a4-3bbf3cfff311,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018void test_main()\u2019:\nmain.cpp:23:10: error: \u2018cout\u2019 is not a member of \u2018std\u2019\n   23 |     std::cout << is_grade_below_8(1,9,10) << endl;\n      |          ^~~~\nmain.cpp:2:1: note: \u2018std::cout\u2019 is defined in header \u2018<iostream>\u2019; did you forget to \u2018#include <iostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <iostream>\n    2 | \nmain.cpp:23:46: error: \u2018endl\u2019 was not declared in this scope\n   23 |     std::cout << is_grade_below_8(1,9,10) << endl;\n      |                                              ^~~~\n""}"
a965f45a-3f72-48eb-99da-b11bc7696330,10232,4764,OneFileExercice,moyenne de trois nombre,1780053346,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    //utiliser a, b, c et result uniquement
    
    return result;
    
}

void test_moyenne_trois_nombres(a,b,c){
    
    
}",0,0,ce29b44c-be62-4561-b68b-67285e283c38,0,0,0,"{""status"":1,""stderr"":""main.cpp:14:6: error: variable or field \u2018test_moyenne_trois_nombres\u2019 declared void\n   14 | void test_moyenne_trois_nombres(a,b,c){\n      |      ^~~~~~~~~~~~~~~~~~~~~~~~~~\nmain.cpp:14:33: error: \u2018a\u2019 was not declared in this scope\n   14 | void test_moyenne_trois_nombres(a,b,c){\n      |                                 ^\nmain.cpp:14:35: error: \u2018b\u2019 was not declared in this scope\n   14 | void test_moyenne_trois_nombres(a,b,c){\n      |                                   ^\nmain.cpp:14:37: error: \u2018c\u2019 was not declared in this scope\n   14 | void test_moyenne_trois_nombres(a,b,c){\n      |                                     ^\nmain.cpp: In function \u2018int main()\u2019:\nmain.cpp:33:5: error: \u2018test_moyenne_trois_nombres\u2019 was not declared in this scope; did you mean \u2018moyenne_trois_nombre\u2019?\n   33 |     test_moyenne_trois_nombres();\n      |     ^~~~~~~~~~~~~~~~~~~~~~~~~~\n      |     moyenne_trois_nombre\n""}"
cb03b4b8-5a9b-4f75-8408-22d30f03ee57,10133,14315,OneFileExercice,Un premier programme bis,1780053354,"using namespace std;
#include <iostream>
v1::<<2<<
v2:<<3.2<<
v3::<<""true"":<<
v4::<<""test"":<<  
int main(void){
    
 

}",0,0,776d9b36-8b18-4190-aeee-f714eeb5d023,0,0,0,"{""status"":1,""stderr"":""main.cpp:5:1: error: \u2018v1\u2019 does not name a type\n    5 | v1::<<2<<\n      | ^~\n""}"
41917b0a-bf58-42e1-91fe-c8edd3e4173d,10938,4764,OneFileExercice,moyenne de trois nombre,1780053355,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
  result( a +b +c /3) 
    
    return result;
    
}

void test_moyenne_trois_nombres(){
    
    
}",0,0,63d7f43d-371e-4cef-ab5a-b4082988af2a,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018float moyenne_trois_nombre(float, float, float)\u2019:\nmain.cpp:8:9: error: \u2018result\u2019 cannot be used as a function\n    8 |   result( a +b +c \/3)\n      |   ~~~~~~^~~~~~~~~~~~~\nmain.cpp:12:1: warning: no return statement in function returning non-void [-Wreturn-type]\n   12 | }\n      | ^\n""}"
8291cefb-37e9-4132-8033-2961aef9df1b,10939,4764,OneFileExercice,moyenne de trois nombre,1780053356,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
  result=(a + b + c)/3
    //utiliser a, b, c et result uniquement
    
    return result;
    
}

float test_moyenne_trois_nombres(){
   float a=2;
  float b=3;
  float c=5;
  float result=test_moyenne_trois_nombres();
  return result ;
    
}",0,0,94be2ce1-c661-40d0-a2c9-1dd7e8a78e86,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018float moyenne_trois_nombre(float, float, float)\u2019:\nmain.cpp:8:23: error: expected \u2018;\u2019 before \u2018return\u2019\n    8 |   result=(a + b + c)\/3\n      |                       ^\n      |                       ;\n......\n   11 |     return result;\n      |     ~~~~~~             \nmain.cpp:13:1: warning: no return statement in function returning non-void [-Wreturn-type]\n   13 | }\n      | ^\n""}"
20f640ba-701c-4718-816f-ba709b7f0b15,10453,14315,OneFileExercice,Un premier programme bis,1780053356,"using namespace std;
#include <iostream>

int main(void){
  v1 = ""2 "";
  
 

}",0,0,9bb43295-7515-474f-a2f9-9e03ff1699d6,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:7:3: error: \u2018v1\u2019 was not declared in this scope; did you mean \u2018y1\u2019?\n    7 |   v1 = \""2 \"";\n      |   ^~\n      |   y1\n""}"
e78cf5b5-daa9-41f6-a239-9e525065f87f,10453,14315,OneFileExercice,Un premier programme bis,1780053366,"using namespace std;
#include <iostream>

int main(void){
  v1 = 2;
  
 

}",0,0,11cbbed0-0fac-4daf-9380-678e71e47ea4,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:7:3: error: \u2018v1\u2019 was not declared in this scope; did you mean \u2018y1\u2019?\n    7 |   v1 = 2;\n      |   ^~\n      |   y1\n""}"
b33dcc00-ad6f-4ae0-a1dd-36bbc4a396b9,10132,14315,OneFileExercice,Un premier programme bis,1780053369,"using namespace std;
#include <iostream>

int main(void){
   int v1 = 2;
   int v2 = 3.2;
   bool v3 = true;
   string v4 = ""text"";
   cout << v1 << endl;
   cout << v2 << endl;
   cout << v3 << endl;
   cout << v4 << endl;
}
   ",1,1,2a4dcce8-2f34-4725-b357-58f1bae355c9,0,0,0,"{""tests"":[],""status"":0,""stdout"":""2\n3\n1\ntext"",""timing"":0.6208891868591309,""pictures"":[]}"
b33dcc00-ad6f-4ae0-a1dd-36bbc4a396b9,10132,14315,OneFileExercice,Un premier programme bis,1780053369,"using namespace std;
#include <iostream>

int main(void){
   int v1 = 2;
   int v2 = 3.2;
   bool v3 = true;
   string v4 = ""text"";
   cout << v1 << endl;
   cout << v2 << endl;
   cout << v3 << endl;
   cout << v4 << endl;
}
   ",1,1,eaab1142-f38c-4014-a7a7-3caffae048bb,1,1,0,
4db990a5-f7a1-452a-9b5f-0080c860ebc8,10124,4764,OneFileExercice,moyenne de trois nombre,1780053370,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    //utiliser a, b, c et result uniquement
    result =(a+b+c)/3
    return result;
    
}

void test_moyenne_trois_nombres(){
    
    
}",0,0,67281677-cc42-405c-985e-31d1bc5239e3,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018float moyenne_trois_nombre(float, float, float)\u2019:\nmain.cpp:9:22: error: expected \u2018;\u2019 before \u2018return\u2019\n    9 |     result =(a+b+c)\/3\n      |                      ^\n      |                      ;\n   10 |     return result;\n      |     ~~~~~~            \nmain.cpp:12:1: warning: no return statement in function returning non-void [-Wreturn-type]\n   12 | }\n      | ^\n""}"
2bfa1bb4-056a-4402-9f1b-d33091ebe511,10133,14315,OneFileExercice,Un premier programme bis,1780053372,"using namespace std;
#include <iostream>
v1::2
v2:3.2
v3::<<""true"":<<
v4::<<""test"":<<  
int main(void){
    
 

}",0,0,ecb3fb11-2f6e-4f5e-81f3-7c860bbcb9e6,0,0,0,"{""status"":1,""stderr"":""main.cpp:5:1: error: \u2018v1\u2019 does not name a type\n    5 | v1::2\n      | ^~\n""}"
883a9c82-2921-4549-bb2c-158b4d9df277,10658,14318,OneFileExercice,Valeur absolue d'un nombre - c++,1780053373,"float absolute_value(float number){
    

    if (number < 0){
      float result = number * (-1)  
    }
    else{
      float result = number  
    }
  return result
};",0,0,8e43a08e-db39-4ee8-a940-2e930f74f5b5,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018float absolute_value(float)\u2019:\nmain.cpp:8:5: error: expected \u2018,\u2019 or \u2018;\u2019 before \u2018}\u2019 token\n    8 |     }\n      |     ^\nmain.cpp:11:5: error: expected \u2018,\u2019 or \u2018;\u2019 before \u2018}\u2019 token\n   11 |     }\n      |     ^\nmain.cpp:12:10: error: \u2018result\u2019 was not declared in this scope\n   12 |   return result\n      |          ^~~~~~\nmain.cpp:12:16: error: expected \u2018;\u2019 before \u2018}\u2019 token\n   12 |   return result\n      |                ^\n      |                ;\n   13 | };\n      | ~               \n""}"
800fa053-2a71-4817-b1b1-1d53fbed8aa1,10457,4764,OneFileExercice,moyenne de trois nombre,1780053375,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result=(a+b+c)/3;
    //utiliser a, b, c et result uniquement
    
    return result;
    
}

void test_moyenne_trois_nombres(2, 3, 4){
    return result 
    
}",0,0,dc11eb3d-5996-44c6-9a7b-5c9e90aa1894,0,0,0,"{""status"":1,""stderr"":""main.cpp:14:6: error: variable or field \u2018test_moyenne_trois_nombres\u2019 declared void\n   14 | void test_moyenne_trois_nombres(2, 3, 4){\n      |      ^~~~~~~~~~~~~~~~~~~~~~~~~~\nmain.cpp: In function \u2018int main()\u2019:\nmain.cpp:33:5: error: \u2018test_moyenne_trois_nombres\u2019 was not declared in this scope; did you mean \u2018moyenne_trois_nombre\u2019?\n   33 |     test_moyenne_trois_nombres();\n      |     ^~~~~~~~~~~~~~~~~~~~~~~~~~\n      |     moyenne_trois_nombre\n""}"
09a76d29-0226-4a12-ad47-8b58595d3416,10129,14315,OneFileExercice,Un premier programme bis,1780053378,"using namespace std;
#include <iostream>

int main(void){
  // int v1 = 2;
  // int V2 = 3.2;
  // int v3 = true;
  // int v4 = test;
   
    
 

}",0,0,909182ce-aaf4-4434-931a-950ead749ffe,0,0,0,"{""tests"":[],""status"":0,""stdout"":"""",""timing"":0.6024074554443359,""pictures"":[]}"
ddd86fd4-7ef0-4e0d-87d9-c50cf39bbf37,10455,14315,OneFileExercice,Un premier programme bis,1780053380,"using namespace std;
#include <iostream>

int main(void){
  int v1
  float v2
  bool v3
  char v4
  v1 = 2 ;
  v2 = 3,2 ;
  v3 = ""true"" ;
  v4 = ""test"" ;endl
    
    
 

}",0,0,a4fd8b9e-158b-47fb-aa82-f7f0c37b979f,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:8:3: error: expected initializer before \u2018float\u2019\n    8 |   float v2\n      |   ^~~~~\nmain.cpp:12:3: error: \u2018v2\u2019 was not declared in this scope\n   12 |   v2 = 3,2 ;\n      |   ^~\nmain.cpp:13:3: error: \u2018v3\u2019 was not declared in this scope\n   13 |   v3 = \""true\"" ;\n      |   ^~\nmain.cpp:14:3: error: \u2018v4\u2019 was not declared in this scope\n   14 |   v4 = \""test\"" ;endl\n      |   ^~\nmain.cpp:14:20: error: expected \u2018;\u2019 before \u2018}\u2019 token\n   14 |   v4 = \""test\"" ;endl\n      |                    ^\n      |                    ;\n......\n   19 | }\n      | ~                   \nmain.cpp:19:1: error: statement cannot resolve address of overloaded function\n   19 | }\n      | ^\n""}"
5baf3ee2-2152-44ad-b9a9-b9809c32cd4b,10939,4764,OneFileExercice,moyenne de trois nombre,1780053383,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
  result=(a + b + c)/3 ;
    //utiliser a, b, c et result uniquement
    
    return result;
    
}

float test_moyenne_trois_nombres(){
   float a=2;
  float b=3;
  float c=5;
  float result=test_moyenne_trois_nombres();
  return result ;
    
}",0,0,17bb4a52-fdf4-4dcb-b39d-1c32fca1d098,0,0,0,"{""status"":1,""stderr"":""Segmentation fault (core dumped)\n""}"
60803a41-ef44-4503-9686-efd29620673a,10454,14315,OneFileExercice,Un premier programme bis,1780053387,"using namespace std;
#include <iostream>

int main(void){
  int v1 = 2;
  float v2 = 3.2;
  bool v3 = true;
  string v4 = ""test"";
  
  
    
 

}",0,0,a8a694c8-71c5-49db-bf62-fd290b6ebd2d,0,0,0,"{""tests"":[],""status"":0,""stdout"":"""",""timing"":0.57861328125,""pictures"":[]}"
4a7a326e-722c-46cb-846c-2854565edd5a,10133,4764,OneFileExercice,moyenne de trois nombre,1780053389,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    //utiliser a, b, c et result uniquement
    
    return result;
    
}

void test_moyenne_trois_nombres(){
    
    
}",0,0,4edc8da1-cdba-43e4-b292-f3dd0b09b47f,0,0,0,"{""tests"":[{""name"":""moyenne_trois_nombre(10, 10, 10) equals 10"",""isRight"":0,""message"":"""",""expected"":""0.000000"",""submitted"":""10.000000""},{""name"":""moyenne_trois_nombre(2, 4, 6) equals 4"",""isRight"":0,""message"":"""",""expected"":""0.000000"",""submitted"":""4.000000""}],""status"":0,""stdout"":"""",""timing"":0.20942211151123047,""pictures"":[]}"
86c23e07-add7-4a81-a029-5cae8e3f87ba,10939,4764,OneFileExercice,moyenne de trois nombre,1780053396,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
  result=(a + b + c)/3 ;
    //utiliser a, b, c et result uniquement
    
    return result;
    
}

float test_moyenne_trois_nombres(){
  float a=2;
  float b=3;
  float c=5;
  float result=test_moyenne_trois_nombres();
  return result ;
    
}",0,0,357af242-6b29-45b8-a558-d7a633df3d9f,0,0,0,"{""status"":1,""stderr"":""Segmentation fault (core dumped)\n""}"
beefe361-6872-44a6-b1c9-ffde0ced60a5,10658,14318,OneFileExercice,Valeur absolue d'un nombre - c++,1780053396,"float absolute_value(float number){
    

    if (number < 0){
      float result = number * (-1)  
    };
    else{
      float result = number  
    };
  return result
};",0,0,ecd705ea-d488-4f5e-93aa-7cce3072b793,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018float absolute_value(float)\u2019:\nmain.cpp:8:5: error: expected \u2018,\u2019 or \u2018;\u2019 before \u2018}\u2019 token\n    8 |     };\n      |     ^\nmain.cpp:9:5: error: \u2018else\u2019 without a previous \u2018if\u2019\n    9 |     else{\n      |     ^~~~\nmain.cpp:11:5: error: expected \u2018,\u2019 or \u2018;\u2019 before \u2018}\u2019 token\n   11 |     };\n      |     ^\nmain.cpp:12:10: error: \u2018result\u2019 was not declared in this scope\n   12 |   return result\n      |          ^~~~~~\nmain.cpp:12:16: error: expected \u2018;\u2019 before \u2018}\u2019 token\n   12 |   return result\n      |                ^\n      |                ;\n   13 | };\n      | ~               \n""}"
29b8abd9-c545-4ef0-b93c-4983f7e8e025,10455,14315,OneFileExercice,Un premier programme bis,1780053399,"using namespace std;
#include <iostream>

main(void){
  int v1
  float v2
  bool v3
  char v4
  v1 = 2 ;
  v2 = 3,2 ;
  v3 = ""true"" ;
  v4 = ""test"" ;endl
    
    
 

}",0,0,da3e2841-92d5-4ad4-b00d-c7875bc1a30f,0,0,0,"{""status"":1,""stderr"":""main.cpp:6:1: warning: ISO C++ forbids declaration of \u2018main\u2019 with no type [-Wreturn-type]\n    6 | main(void){\n      | ^~~~\nmain.cpp: In function \u2018int main()\u2019:\nmain.cpp:8:3: error: expected initializer before \u2018float\u2019\n    8 |   float v2\n      |   ^~~~~\nmain.cpp:12:3: error: \u2018v2\u2019 was not declared in this scope\n   12 |   v2 = 3,2 ;\n      |   ^~\nmain.cpp:13:3: error: \u2018v3\u2019 was not declared in this scope\n   13 |   v3 = \""true\"" ;\n      |   ^~\nmain.cpp:14:3: error: \u2018v4\u2019 was not declared in this scope\n   14 |   v4 = \""test\"" ;endl\n      |   ^~\nmain.cpp:14:20: error: expected \u2018;\u2019 before \u2018}\u2019 token\n   14 |   v4 = \""test\"" ;endl\n      |                    ^\n      |                    ;\n......\n   19 | }\n      | ~                   \nmain.cpp:19:1: error: statement cannot resolve address of overloaded function\n   19 | }\n      | ^\n""}"
b329f434-38ca-4141-bd37-cc761cfef22f,10124,4764,OneFileExercice,moyenne de trois nombre,1780053403,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    //utiliser a, b, c et result uniquement
   
    return result;
    
}

void test_moyenne_trois_nombres(){
    
     result =(a+b+c)/3
}",0,0,5deab0af-20e8-4f28-8fef-868bc497b296,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018void test_moyenne_trois_nombres()\u2019:\nmain.cpp:16:6: error: \u2018result\u2019 was not declared in this scope\n   16 |      result =(a+b+c)\/3\n      |      ^~~~~~\nmain.cpp:16:15: error: \u2018a\u2019 was not declared in this scope\n   16 |      result =(a+b+c)\/3\n      |               ^\nmain.cpp:16:17: error: \u2018b\u2019 was not declared in this scope\n   16 |      result =(a+b+c)\/3\n      |                 ^\nmain.cpp:16:19: error: \u2018c\u2019 was not declared in this scope\n   16 |      result =(a+b+c)\/3\n      |                   ^\n""}"
